code,ts_code,name,source,effective_date,fetched_at
601788,601788.SH,光大证券,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601800,601800.SH,中国交建,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601816,601816.SH,京沪高铁,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601818,601818.SH,光大银行,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601825,601825.SH,沪农商行,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601838,601838.SH,成都银行,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601857,601857.SH,中国石油,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601868,601868.SH,中国能建,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601872,601872.SH,招商轮船,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601877,601877.SH,正泰电器,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601878,601878.SH,浙商证券,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601881,601881.SH,中国银河,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601888,601888.SH,中国中免,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601898,601898.SH,中煤能源,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601899,601899.SH,紫金矿业,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601901,601901.SH,方正证券,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601916,601916.SH,浙商银行,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601919,601919.SH,中远海控,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601939,601939.SH,建设银行,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601985,601985.SH,中国核电,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601988,601988.SH,中国银行,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601995,601995.SH,中金公司,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
601998,601998.SH,中信银行,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
603019,603019.SH,中科曙光,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
603259,603259.SH,药明康德,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
603260,603260.SH,合盛硅业,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
603288,603288.SH,海天味业,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
603296,603296.SH,华勤技术,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
603369,603369.SH,今世缘,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
603392,603392.SH,万泰生物,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
603501,603501.SH,豪威集团,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
603799,603799.SH,华友钴业,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
603893,603893.SH,瑞芯微,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
603986,603986.SH,兆易创新,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
603993,603993.SH,洛阳钼业,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
605117,605117.SH,德业股份,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
605499,605499.SH,东鹏饮料,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688008,688008.SH,澜起科技,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688009,688009.SH,中国通号,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688012,688012.SH,中微公司,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688036,688036.SH,传音控股,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688041,688041.SH,海光信息,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688047,688047.SH,龙芯中科,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688072,688072.SH,拓荆科技,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688082,688082.SH,盛美上海,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688111,688111.SH,金山办公,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688126,688126.SH,沪硅产业,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688183,688183.SH,生益电子,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688223,688223.SH,晶科能源,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688256,688256.SH,寒武纪,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688271,688271.SH,联影医疗,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688303,688303.SH,大全能源,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688396,688396.SH,华润微,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688472,688472.SH,阿特斯,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688506,688506.SH,百利天恒,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688521,688521.SH,芯原股份,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
688981,688981.SH,中芯国际,tushare_index_weight_000300.SH_20260630,20260630,2026-07-28T19:40:14+08:00
